Identity	name	area	isIrrigated	unutilisedGrazableDM	CFixed	surfaceResidueC	subsurfaceResidueC	urineCCropClass	manureFOMCsurface	faecalCCropClass	storageProcessingCLoss	fertiliserC	harvestedC	harvestedDM	burntResidueC	residueCtoNextCrop	unutilisedGrazableC	NyieldMax	maxCropNuptake	cropNuptake	mineralNavailable	soilNMineralisation	Nfixed	nAtm	fertiliserNinput	totalManureNApplied	urineNCropClass	faecalNCropClass	mineralNFromLastCrop	surfaceResidueN	subsurfaceResidueN	excretaNInput	manureNH3emission	fertiliserNH3emission	urineNH3emission	harvestedN	storageProcessingNLoss	manureN2OEmission	soilN2OEmission	fertiliserN2OEmission	Placeholder	burningN2ON	N2Nemission	burningNH3N	burningNOxN	burningOtherN	N2ONemission	nitrateLeaching	mineralNToNextCrop	Precipitation	Irrigation	Drainage	surfaceResidueDM	startday 	startmonth 	startyear 	endday 	endmonth 	endyear 	storageProcessingDMLoss	storageProcessingCLoss	storageProcessingNLoss	unutilisedGrazableN	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	CropSeq	duration	residueCfromLastCrop	soilCO2_CEmission	CdeltaSoil	deltaSoilN	residueNfromLastCrop	grazedN	residueNtoNextCrop	StartDay
-	-	ha	-	kg/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgDM/ha	kgC/ha	kgC/ha	kg/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha		kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	mm	mm	mm	kg/ha	day	month	year	day	month	year	kg DM/ha	kg C/ha	kg N/ha	kgN/ha	kg/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	-	-	kg/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	-	-	-	days	kgC/ha	kgC/ha	kgC/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	JulianDay
47	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.498	5.7403	0	10	0	0	0	0	4.5243	0	0	0	0	0	0	0	0	0	0.1574	0	0	0	0.2833	0	0	0	0.1574	15.3259	4.498	754.8065	0	371.2984	0	16	11	48	15	11	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	68.8831	-514998.293	-5.7403	0	0	0	17475
48	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4723	5.6521	0	10	0	0	0	0	4.498	0	0	0	0	0	0	0	0	0	0.1565	0	0	0	0.2817	0	0	0	0.1565	15.2396	4.4723	754.8065	0	371.3121	0	16	11	49	15	11	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	67.8258	-521780.8704	-5.6521	0	0	0	17840
49	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4472	5.5662	0	10	0	0	0	0	4.4723	0	0	0	0	0	0	0	0	0	0.1557	0	0	0	0.2802	0	0	0	0.1557	15.1554	4.4472	754.8065	0	371.3256	0	16	11	50	15	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	66.7938	-528460.2531	-5.5662	0	0	0	18205
50	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4227	5.4822	0	10	0	0	0	0	4.4472	0	0	0	0	0	0	0	0	0	0.1548	0	0	0	0.2787	0	0	0	0.1548	15.0732	4.4227	754.8065	0	371.3389	0	16	11	51	15	11	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	65.7866	-535038.913	-5.4822	0	0	0	18570
51	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3988	5.4003	0	10	0	0	0	0	4.4227	0	0	0	0	0	0	0	0	0	0.154	0	0	0	0.2772	0	0	0	0.154	14.993	4.3988	754.8065	0	371.352	0	16	11	52	15	11	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	64.8035	-541519.2629	-5.4003	0	0	0	18935
52	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3754	5.3203	0	10	0	0	0	0	4.3988	0	0	0	0	0	0	0	0	0	0.1532	0	0	0	0.2758	0	0	0	0.1532	14.9147	4.3754	754.8065	0	371.3649	0	16	11	53	15	11	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	63.8439	-547903.657	-5.3203	0	0	0	19300
53	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3526	5.2423	0	10	0	0	0	0	4.3754	0	0	0	0	0	0	0	0	0	0.1524	0	0	0	0.2744	0	0	0	0.1524	14.8383	4.3526	754.8065	0	371.3776	0	16	11	54	15	11	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	62.9074	-554194.3928	-5.2423	0	0	0	19665
54	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3304	5.1661	0	10	0	0	0	0	4.3526	0	0	0	0	0	0	0	0	0	0.1517	0	0	0	0.273	0	0	0	0.1517	14.7637	4.3304	754.8065	0	371.3901	0	16	11	55	15	11	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	61.9932	-560393.7123	-5.1661	0	0	0	20030
55	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3087	5.0917	0	10	0	0	0	0	4.3304	0	0	0	0	0	0	0	0	0	0.1509	0	0	0	0.2717	0	0	0	0.1509	14.6909	4.3087	754.8065	0	371.4024	0	16	11	56	15	11	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	61.1009	-566503.8034	-5.0917	0	0	0	20395
56	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2875	5.0192	0	10	0	0	0	0	4.3087	0	0	0	0	0	0	0	0	0	0.1502	0	0	0	0.2703	0	0	0	0.1502	14.6198	4.2875	754.8065	0	371.4146	0	16	11	57	15	11	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	60.23	-572526.8012	-5.0192	0	0	0	20760
57	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2669	4.9483	0	10	0	0	0	0	4.2875	0	0	0	0	0	0	0	0	0	0.1495	0	0	0	0.2691	0	0	0	0.1495	14.5504	4.2669	754.8065	0	371.4265	0	16	11	58	15	11	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	59.3799	-578464.7892	-4.9483	0	0	0	21125
58	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2467	4.8792	0	10	0	0	0	0	4.2669	0	0	0	0	0	0	0	0	0	0.1488	0	0	0	0.2678	0	0	0	0.1488	14.4827	4.2467	754.8065	0	371.4383	0	16	11	59	15	11	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	58.5501	-584319.8009	-4.8792	0	0	0	21490
59	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.227	4.8117	0	10	0	0	0	0	4.2467	0	0	0	0	0	0	0	0	0	0.1481	0	0	0	0.2666	0	0	0	0.1481	14.4167	4.227	754.8065	0	371.45	0	16	11	60	15	11	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	57.7402	-590093.8202	-4.8117	0	0	0	21855
60	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2078	4.7458	0	10	0	0	0	0	4.227	0	0	0	0	0	0	0	0	0	0.1475	0	0	0	0.2654	0	0	0	0.1475	14.3521	4.2078	754.8065	0	371.4614	0	16	11	61	15	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	56.9496	-595788.7836	-4.7458	0	0	0	22220
61	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.189	4.6815	0	10	0	0	0	0	4.2078	0	0	0	0	0	0	0	0	0	0.1468	0	0	0	0.2643	0	0	0	0.1468	14.2892	4.189	754.8065	0	371.4728	0	16	11	62	15	11	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	56.178	-601406.5806	-4.6815	0	0	0	22585
62	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1707	4.6187	0	10	0	0	0	0	4.189	0	0	0	0	0	0	0	0	0	0.1462	0	0	0	0.2631	0	0	0	0.1462	14.2277	4.1707	754.8065	0	371.4839	0	16	11	63	15	11	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	55.4247	-606949.0551	-4.6187	0	0	0	22950
63	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1528	4.5575	0	10	0	0	0	0	4.1707	0	0	0	0	0	0	0	0	0	0.1456	0	0	0	0.262	0	0	0	0.1456	14.1677	4.1528	754.8065	0	371.4949	0	16	11	64	15	11	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	54.6895	-612418.0065	-4.5575	0	0	0	23315
64	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1353	4.4977	0	10	0	0	0	0	4.1528	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0.261	0	0	0	0.145	14.1092	4.1353	754.8065	0	371.5058	0	16	11	65	15	11	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	53.9718	-617815.191	-4.4977	0	0	0	23680
65	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1183	4.4393	0	10	0	0	0	0	4.1353	0	0	0	0	0	0	0	0	0	0.1444	0	0	0	0.2599	0	0	0	0.1444	14.052	4.1183	754.8065	0	371.5165	0	16	11	66	15	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	53.2713	-623142.322	-4.4393	0	0	0	24045
66	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1017	4.3823	0	10	0	0	0	0	4.1183	0	0	0	0	0	0	0	0	0	0.1438	0	0	0	0.2589	0	0	0	0.1438	13.9962	4.1017	754.8065	0	371.5271	0	16	11	67	15	11	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	52.5875	-628401.0717	-4.3823	0	0	0	24410
67	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0854	4.3267	0	10	0	0	0	0	4.1017	0	0	0	0	0	0	0	0	0	0.1433	0	0	0	0.2579	0	0	0	0.1433	13.9418	4.0854	754.8065	0	371.5375	0	16	11	68	15	11	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	51.92	-633593.0722	-4.3267	0	0	0	24775
68	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0696	4.2724	0	10	0	0	0	0	4.0854	0	0	0	0	0	0	0	0	0	0.1427	0	0	0	0.2569	0	0	0	0.1427	13.8886	4.0696	754.8065	0	371.5478	0	16	11	69	15	11	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	51.2684	-638719.9158	-4.2724	0	0	0	25140
69	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0541	4.2194	0	10	0	0	0	0	4.0696	0	0	0	0	0	0	0	0	0	0.1422	0	0	0	0.2559	0	0	0	0.1422	13.8367	4.0541	754.8065	0	371.558	0	16	11	70	15	11	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	50.6324	-643783.1566	-4.2194	0	0	0	25505
70	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.039	4.1676	0	10	0	0	0	0	4.0541	0	0	0	0	0	0	0	0	0	0.1417	0	0	0	0.255	0	0	0	0.1417	13.786	4.039	754.8065	0	371.5681	0	16	11	71	15	11	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	50.0115	-648784.3111	-4.1676	0	0	0	25870
71	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0242	4.1171	0	10	0	0	0	0	4.039	0	0	0	0	0	0	0	0	0	0.1412	0	0	0	0.2541	0	0	0	0.1412	13.7366	4.0242	754.8065	0	371.578	0	16	11	72	15	11	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	49.4055	-653724.8591	-4.1171	0	0	0	26235
72	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0098	4.0678	0	10	0	0	0	0	4.0242	0	0	0	0	0	0	0	0	0	0.1407	0	0	0	0.2532	0	0	0	0.1407	13.6883	4.0098	754.8065	0	371.5878	0	16	11	73	15	11	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	48.8139	-658606.2449	-4.0678	0	0	0	26600
73	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9958	4.0197	0	10	0	0	0	0	4.0098	0	0	0	0	0	0	0	0	0	0.1402	0	0	0	0.2524	0	0	0	0.1402	13.6412	3.9958	754.8065	0	371.5975	0	16	11	74	15	11	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	48.2363	-663429.8778	-4.0197	0	0	0	26965
74	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.982	3.9727	0	10	0	0	0	0	3.9958	0	0	0	0	0	0	0	0	0	0.1397	0	0	0	0.2515	0	0	0	0.1397	13.5952	3.982	754.8065	0	371.607	0	16	11	75	15	11	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	47.6726	-668197.1331	-3.9727	0	0	0	27330
75	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9686	3.9268	0	10	0	0	0	0	3.982	0	0	0	0	0	0	0	0	0	0.1393	0	0	0	0.2507	0	0	0	0.1393	13.5503	3.9686	754.8065	0	371.6165	0	16	11	76	15	11	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	47.1222	-672909.3527	-3.9268	0	0	0	27695
76	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9556	3.8821	0	10	0	0	0	0	3.9686	0	0	0	0	0	0	0	0	0	0.1388	0	0	0	0.2499	0	0	0	0.1388	13.5065	3.9556	754.8065	0	371.6258	0	16	11	77	15	11	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	46.5849	-677567.8465	-3.8821	0	0	0	28060
77	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9428	3.8384	0	10	0	0	0	0	3.9556	0	0	0	0	0	0	0	0	0	0.1384	0	0	0	0.2491	0	0	0	0.1384	13.4637	3.9428	754.8065	0	371.6351	0	16	11	78	15	11	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	46.0605	-682173.8925	-3.8384	0	0	0	28425
78	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9303	3.7957	0	10	0	0	0	0	3.9428	0	0	0	0	0	0	0	0	0	0.138	0	0	0	0.2483	0	0	0	0.138	13.4219	3.9303	754.8065	0	371.6442	0	16	11	79	15	11	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	45.5485	-686728.7378	-3.7957	0	0	0	28790
79	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9181	3.7541	0	10	0	0	0	0	3.9303	0	0	0	0	0	0	0	0	0	0.1375	0	0	0	0.2476	0	0	0	0.1375	13.3811	3.9181	754.8065	0	371.6532	0	16	11	80	15	11	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	45.0486	-691233.5995	-3.7541	0	0	0	29155
80	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9062	3.7134	0	10	0	0	0	0	3.9181	0	0	0	0	0	0	0	0	0	0.1371	0	0	0	0.2468	0	0	0	0.1371	13.3413	3.9062	754.8065	0	371.6622	0	16	11	81	15	11	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	44.5607	-695689.6655	-3.7134	0	0	0	29520
81	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8946	3.6737	0	10	0	0	0	0	3.9062	0	0	0	0	0	0	0	0	0	0.1367	0	0	0	0.2461	0	0	0	0.1367	13.3024	3.8946	754.8065	0	371.671	0	16	11	82	15	11	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	44.0843	-700098.0946	-3.6737	0	0	0	29885
82	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8833	3.6349	0	10	0	0	0	0	3.8946	0	0	0	0	0	0	0	0	0	0.1363	0	0	0	0.2454	0	0	0	0.1363	13.2645	3.8833	754.8065	0	371.6797	0	16	11	83	15	11	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	43.6192	-704460.018	-3.6349	0	0	0	30250
83	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8722	3.5971	0	10	0	0	0	0	3.8833	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0.2447	0	0	0	0.136	13.2275	3.8722	754.8065	0	371.6884	0	16	11	84	15	11	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	43.1652	-708776.5393	-3.5971	0	0	0	30615
84	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8614	3.5602	0	10	0	0	0	0	3.8722	0	0	0	0	0	0	0	0	0	0.1356	0	0	0	0.2441	0	0	0	0.1356	13.1913	3.8614	754.8065	0	371.6969	0	16	11	85	15	11	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	42.722	-713048.7357	-3.5602	0	0	0	30980
85	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8509	3.5241	0	10	0	0	0	0	3.8614	0	0	0	0	0	0	0	0	0	0.1352	0	0	0	0.2434	0	0	0	0.1352	13.156	3.8509	754.8065	0	371.7054	0	16	11	86	15	11	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	42.2892	-717277.6582	-3.5241	0	0	0	31345
86	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8406	3.4889	0	10	0	0	0	0	3.8509	0	0	0	0	0	0	0	0	0	0.1349	0	0	0	0.2428	0	0	0	0.1349	13.1215	3.8406	754.8065	0	371.7138	0	16	11	87	15	11	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	41.8667	-721464.3326	-3.4889	0	0	0	31710
87	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8305	3.4545	0	10	0	0	0	0	3.8406	0	0	0	0	0	0	0	0	0	0.1345	0	0	0	0.2422	0	0	0	0.1345	13.0879	3.8305	754.8065	0	371.7221	0	16	11	88	15	11	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	41.4543	-725609.7597	-3.4545	0	0	0	32075
88	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8207	3.421	0	10	0	0	0	0	3.8305	0	0	0	0	0	0	0	0	0	0.1342	0	0	0	0.2416	0	0	0	0.1342	13.055	3.8207	754.8065	0	371.7303	0	16	11	89	15	11	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	41.0516	-729714.9164	-3.421	0	0	0	32440
89	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8111	3.3882	0	10	0	0	0	0	3.8207	0	0	0	0	0	0	0	0	0	0.1339	0	0	0	0.241	0	0	0	0.1339	13.0229	3.8111	754.8065	0	371.7384	0	16	11	90	15	11	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	40.6584	-733780.7559	-3.3882	0	0	0	32805
90	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8017	3.3562	0	10	0	0	0	0	3.8111	0	0	0	0	0	0	0	0	0	0.1336	0	0	0	0.2404	0	0	0	0.1336	12.9916	3.8017	754.8065	0	371.7464	0	16	11	91	15	11	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	40.2745	-737808.2082	-3.3562	0	0	0	33170
91	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7925	3.325	0	10	0	0	0	0	3.8017	0	0	0	0	0	0	0	0	0	0.1332	0	0	0	0.2398	0	0	0	0.1332	12.961	3.7925	754.8065	0	371.7544	0	16	11	92	15	11	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	39.8997	-741798.1811	-3.325	0	0	0	33535
92	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7836	3.2945	0	10	0	0	0	0	3.7925	0	0	0	0	0	0	0	0	0	0.1329	0	0	0	0.2393	0	0	0	0.1329	12.9312	3.7836	754.8065	0	371.7623	0	16	11	93	15	11	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	39.5338	-745751.5604	-3.2945	0	0	0	33900
93	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7749	3.2647	0	10	0	0	0	0	3.7836	0	0	0	0	0	0	0	0	0	0.1326	0	0	0	0.2388	0	0	0	0.1326	12.902	3.7749	754.8065	0	371.7701	0	16	11	94	15	11	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	39.1765	-749669.2105	-3.2647	0	0	0	34265
94	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7663	3.2356	0	10	0	0	0	0	3.7749	0	0	0	0	0	0	0	0	0	0.1324	0	0	0	0.2382	0	0	0	0.1324	12.8736	3.7663	754.8065	0	371.7779	0	16	11	95	15	11	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	38.8276	-753551.975	-3.2356	0	0	0	34630
95	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.758	3.2073	0	10	0	0	0	0	3.7663	0	0	0	0	0	0	0	0	0	0.1321	0	0	0	0.2377	0	0	0	0.1321	12.8458	3.758	754.8065	0	371.7856	0	16	11	96	15	11	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	38.487	-757400.677	-3.2073	0	0	0	34995
96	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7499	3.1795	0	10	0	0	0	0	3.758	0	0	0	0	0	0	0	0	0	0.1318	0	0	0	0.2372	0	0	0	0.1318	12.8186	3.7499	754.8065	0	371.7932	0	16	11	97	15	11	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	38.1544	-761216.1197	-3.1795	0	0	0	35360
97	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7419	3.1525	0	10	0	0	0	0	3.7499	0	0	0	0	0	0	0	0	0	0.1315	0	0	0	0.2367	0	0	0	0.1315	12.7922	3.7419	754.8065	0	371.8008	0	16	11	98	15	11	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	37.8297	-764999.0871	-3.1525	0	0	0	35725
98	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7341	3.126	0	10	0	0	0	0	3.7419	0	0	0	0	0	0	0	0	0	0.1313	0	0	0	0.2363	0	0	0	0.1313	12.7663	3.7341	754.8065	0	371.8082	0	16	11	99	15	11	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	37.5126	-768750.3442	-3.126	0	0	0	36090
99	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7266	3.1002	0	10	0	0	0	0	3.7341	0	0	0	0	0	0	0	0	0	0.131	0	0	0	0.2358	0	0	0	0.131	12.741	3.7266	754.8065	0	371.8157	0	16	11	100	15	11	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	37.2029	-772470.6374	-3.1002	0	0	0	36455
Identity	name	area	isIrrigated	unutilisedGrazableDM	CFixed	surfaceResidueC	subsurfaceResidueC	urineCCropClass	manureFOMCsurface	faecalCCropClass	storageProcessingCLoss	fertiliserC	harvestedC	harvestedDM	burntResidueC	residueCtoNextCrop	unutilisedGrazableC	NyieldMax	maxCropNuptake	cropNuptake	mineralNavailable	soilNMineralisation	Nfixed	nAtm	fertiliserNinput	totalManureNApplied	urineNCropClass	faecalNCropClass	mineralNFromLastCrop	surfaceResidueN	subsurfaceResidueN	excretaNInput	manureNH3emission	fertiliserNH3emission	urineNH3emission	harvestedN	storageProcessingNLoss	manureN2OEmission	soilN2OEmission	fertiliserN2OEmission	Placeholder	burningN2ON	N2Nemission	burningNH3N	burningNOxN	burningOtherN	N2ONemission	nitrateLeaching	mineralNToNextCrop	Precipitation	Irrigation	Drainage	surfaceResidueDM	startday 	startmonth 	startyear 	endday 	endmonth 	endyear 	storageProcessingDMLoss	storageProcessingCLoss	storageProcessingNLoss	unutilisedGrazableN	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	CropSeq	duration	residueCfromLastCrop	soilCO2_CEmission	CdeltaSoil	deltaSoilN	residueNfromLastCrop	grazedN	residueNtoNextCrop	StartDay
